,text
1131,روحو اسمعو المكالمات الهاتفية تاعها السب بمختلف انواعه انا في عمري ماسبيتش كيما تسب ماهيش مربيا خلاص تفوه
1017,عيت وانا نحوس على خدمة خوتي والله محتاج خدمةنخدم لي جات لمهيم نخدم دعوة الغريب مستجابة دعولي خوتي ربي يفرج عليا وعلى كل محتاج هذا رقمي لحب يعوني بكش خدمة0781693857
1992,راني نسيت حاجة بركاو من الاسلاميات يا منافقين قال الله قال الرسول ماعندكمش شخصية تعبرو بيها الهواء الي جي يديكم زعما كون طرف لحم قدامك ما تاكلوهش طوز شعب كافي قديم قديم قديم
467,مكبر جبهتك
1205,سلفيلي وجهك نروح نقابل بيه الناس لي غلت معاهم
613,بصح عندها الحق كون نجيو نعرفو حقيقة الرجال وي صح زادت فيها من خلال كلامها وقصة الريوق هاذي زادت فوليم الي معايا يحط لايك
2412,يڨولو لابسا نوغمال ميڨولوش لابسا نورمالمون
1473,اللهم اني اعوذ بك من الخبث الخبايث
2001,الحمدو لله الان ربما فهمتي لماذا رب العالمين خلق المره شيء عظيم وفرض السيطار او الحجاب ليس الشعب الجزايري فقط حتى في اوربا وكل العالم الذكور حتى في الغابات مع الحيوانات هذا شيء طبيعي اتمنا من اب ام جزايريون ان يربو بناتهم على الستره الحجاب
845,وكان جات تهدر على فية معينة وكان قالتها
1097,عذر اقبح من ذنب من كان صادقا فهو لا يحتاج الى تبرير كلامه ابدا حدهم الكاذبون المراوغون يسترسلون في التبريرات محاولة ترقيعك لما خرج من لسانك فاشلة يا عزيزتي دليل ذلك كما قلت ان تحورين ما قلته في ذلك الفيديو
2106,3 10 79
2464,مونيا الفايحة اترباي شوية ماراكيش في بوبالطو
2526,منيا غير متربية
2468,خت اتفوو دغول كانيشة مرقدة
873,راكي تشوفي كلاوها مسكينة وهي مادارت والو بل قالت كلمة حق وهي ما عممتش اصلا هوما لي حبوا يديرو الفتنة
1373,عيشة راجل اصلا انت ماكيش متربية بوسي عينك الشعب الجزايري يقبل الاعتذار نتاعك طحتي من قلبو قذرة انت
819,انسانة مثقفة قارية ومتعلمة دافع على حقوق المراة
2400,الشعب الجزايري افضل شعب في العالم
2054,واش من فضاء جات منو هذي المخلوقة مهيش عايش في الجزاير سبحان الله يخلق الله ما يشاء
1279,وجه نمي
767,لالا يحصلك الشرف انا راجل وكون جيت عندي وحدة في لافامي كيما نتوما يا اشباه النساء نتبرا منها
1458,عورة رياڨة بع بع بع بع باع
828,علاه انت شديتي فمك ضكا
2470,رحي اغسلي وجهك قبل وحلي فمك نتي دايرا قنطار ماكياج صح كاين رجال يشوفو في طفله بصح مشي كيما وصفتي تحيا الجزاير
2443,تروح تدخل للاسلام وتنحي الصليب من رقبتها
956,عندها جبهة التحرير
654,هي هدرتها صحيحة بصح معرفتش تعبر على شعورها كانسانة راقية في المجتمع دخلت فيها سب مباشر ونزلت في عيون الناس بزاف وهكذا تكون اكثر ممثلة غبية ووقحة في هاذا المجتمع
753,يسمى كي عاد قلبك بيض تتعراي خليني ساكتة خير والشعب يريق على وحدة كيما نتي اكي مليحة شوي
154,الله غالب ختنا منا طلقت فيديو نحشمو منها ماتسمعي ملايرضيك من شتى انواع تطياح
2310,شحال ساوموك فالجبهة تاعك ندير فيها مطار
670,لقد كانت محقة في كل ما قالته واذا كان الجميع ضدها فانا اويدها وكذلك اوليك الذين لديهم القليل من الفهم والذين ربما لم يفهموا كلماتها كثيرا لدرجة انها لم ترغب في ذلك اخبر الجميع انها ارادت ايصال رسالة لهذه الفية من المجتمع التي تمثل حثالة المجتمع ولقد كتبت الرسالة بالفرنسية وترجمتها الى العربية حتى يتسنى للجميع حتى العقول الصغيرة يمكن فهمها احترامي
2278,7 7
2066,رها باين ينخلعو كشوفو مخلوق غريب كما نتي
2337,وهي شكون بااش تمثلنا حنا هي ماشي جزايرية ولامسلمة حجا باينة يغزروا فييها ماشي يشوفيها
1700,هاكي تشوفي قاريين في العمى
1250,7 3 7
1724,نتي عرفي كلش نتي ماتدري والو
1835,والله عندها الحق بكل كلمة قلتها
759,كي شفت الناس كبفاش تهدر عليها نكرتها طي رجعت تفرجت الفيديو حطيت معاه لڨيتها تحكي على واحد الفيية باينة مغلطتش فواش هدرت متنكروش الدزاير راها هاك الله يهدي ما خلق
298,الناس كامل ناضو ضدها كي هدرت الحق بالصح لوكان جات منحرفه راهم يحبوها وهاذي هي ماشيا بالعكس
1895,الله كلامها كولو حقيقة والله هاذ السيدة عندها الشجاعة
2532,ياخي خماج شكون لي راهوا سامع بيك يا زيڨوا
1741,شيتة
1639,نطلب من نعناعة تهز هداك الكاش ريدو عندها دايما نفس المشطة
297,في هاد البلاد تاع شعر لي يهدر الحق يكرهوك ايه
891,وي عندها لحق
1307,مازال الريوق اسيلو من
877,هي مونيا كانت تهدر على فية المتحرشين
908,هي راها ماكنتش تعمم راه تحكي على فية معينة من شباب وهذ ضاهرة كاينة فييةعندنا منكذببوش على بعضانا نكونو واقعين
2434,مافهمتش انا علاه راهم يردو عليها يسبو فيها مالڨري قالت الصح وش راه صاري في بلادنا مجرد راي
2249,الله يذلك ماشي واحد برك قالك ذيك الهدرة ترد على كامل الجزايرين
1390,صدقت بن فغول ولو كذبت تع صح شعب مكبوث هيا الحقيقة
350,باش نفهمك برك انا راجل بي دليل
1035,مزلتى مع كذب تسما مزالك مستعرفتيش
279,عندها الحق 100 واش قالت هاذ واش فيها اهانة بالعكس نشكروها انا نرفعلك القبعة مونية عندك الحق جريية نستعرف بيها مكاش الي قدر يقول هاد لكلام مرا نص
858,حتى ودير واش راكي تقولي حتى حد ماغادي يديها فيها
2114,يلا ركي حاسبة روحك نجمة ضوي فالسماء نتي متسلحيش حتى لمبا في بيت الماء
1891,حنا جاين هكا نبغو ترمة ومناش كي لباردين لي راكي عندهم
1695,المخلوقات ماقلت والو واشهدرت عندها الحق
1563,مشي افار كان قلبها مع الشعب هي اصلا ماكانتش برلمانية ولا وزيرة ولا شخص ذو نفوذ بش دافع عالشعب بصح كانت انسانة متواضعة قلبها حنين مشي كما هذو ذباب الاينستاغرام تع اخر الزمان حاطين رواحهم حاجة كبيرة مهمة هذي فيـ غولة بانت خطرة فالاتيلي الخطرة لي بعدها قلعت تهدر فرنسي تزيد عليها مبعد بانتلها بلي ولات نيفو بدات تقصف فالشعب عندها زهر دولة مطلعين شانهم الفاتشات لي كما هي صح كاين الحلابين بزاف بصح لكان يحاسبوهم عالمنشورات فاينستاغرام الله ما تطلع بيها تبكي دم
1128,فهمتك كما قال المثل طاح ظار روحو يزرزح
2487,واش قصفت غير العنوان يا بعصوص
1664,وسيناء ربي يرحمها وراها في دار الحق ماتخافيش الاهلي في روحاك
1908,وكيف لا يكبتون انفسهم في رايك
2260,بصح انا مسمعت حتى كلام تستحي تقوله من غير كلمة حيوانات ربما هدرت بصفة عامة وقالت رايها بدون اي خوف بالنسبة ليا نخرج نمشي وحدي كل واحد لاتي بروحو الحمد لله نحس روحي مرتاحة طول اما الولايات الاخرين منعرف
1438,نتي خرا
1339,تقعدي كذابة كذابة يامولات الجبهة
2193,يا مونيا لي حاسبة روحك حاجا ونتي متسوايش خمسمية فرنك حطي رجليك في لارض قبل لا طيحي ويروح راسك يا الجبرية يا المتخلفة لي حسبة روحك تقراي فغونسي ونتي راكي زيغو ومدريش قيمة روحك كثرمنك رحتي لباريس ومدرتيش اهمية للدين الاسلامي روحي استري روحك ومبعد ارواحي حلي علا فمك
1727,نتي وجهك مغسول با لخرا محبيتيش تحشمي ياو هادو ولاد بلادك يا خي انانية
1640,الكاش ريدو
2277,5 5
151,علاش مدرتليش جام
1180,مزال وجهك صحيح يا بيتلماء
2025,انا بنت بصح ما عتتلهاش لحق تخرج بلبس غير محترم مبعد جي تشرع فمها يا راس الدلاعة
270,ياخي نتيا الانسان حنا حيوانات
537,والله صدقت نستعرف بيك مونيا والله رخس كبير عادو يشوفو في بنات ناس طرف لحم يشوفوهم كي شغل بنات ناس يخرجو علجالهم لزنقة
2238,كي دوري نتي ثان نكحلو عليك
2096,نحكمها نفعل فيها
2291,روحي ياوجه المدرية ان شاء الله تنغلق في وجهك الله يهدم ساسك ويقلب قنطاسك وينوضلك الحب فيراسك والله يشدك علي الضناية ويبقاو الذر يجرو موراك بلحجر
927,وجهك صحيح يا طومبا مجربا
1958,باختصار رخيصة
1419,انت شخصية غير مرغوب فيها
762,كسبي
664,لعقوبا ليكي باه تنحرقي لي معاي ايحط
1157,والله ما تحشمي شكون رايح يزيد يسمع بيك انا شخصيا الي يستظيفها ما نزيدش نشوف الحصة نتاعو المقاطعة التامة برامج وهي تافهة
837,ونتي واش دخلك في هادو الامورات نتي اهدري على حاجة باينة واش دخل البوبليك واش هدر ها نتي تاني وحدى منا ولا منهم كان تعرفي الجنة كيفاش دايرة وجهك ماتوريه ماشي حتى تعوجي هداك الفم الفهامة هادي نخلوهالك ليك تعاملي بيها غير مع نفسك رانا متربيين والحمدلله ولي هدر كلام ماهوش في محلو يتحاسب عليه وحدو يا المتكبرة
1894,اعطيلهم ونحيلهم الكبت
886,زهرة اللوتس يعطيك الصحة
1917,بهدلتينا لبحالك لردو الجزاير للور
1036,مازلتي تكذبي وراك عارفة بلي راك تكذبي وعلابالك بلي علابالنا بلي راك تكذبي
618,حاشاك
398,يالجا يحا حسبا حاج بصح جاج
1283,روحي تخراي معليش كذابة
1354,سامحوني تباني تعيف رغم انها صافية مستيكية
1485,وتزوجها مسكينة بارت
1631,والله والله والله الذي لا اله غيره ما قالت والو واش قالت رانا نعيشوه كل يوم الشارع ولا مكان للتهجم والعدوانية خاصة الرجال يتبلاو البنات ويطيحولهم بالهدرة بركاكم ما تضحكو على روحكم لي قالتو كاين ومعاش
1650,تكذبي تكذبي
1012,شحال تكذبي
1443,اعود بالله من اشكالك
2390,تصحيح فاصنع ما شية
1512,وعلاه صدمة عادي ناس كامل راهي تموت والموت حق واجب علينا وراهي مخبية في كل بيت ربي يرحم جميع الموتى
437,متخلفة
1104,هذه الشروط الكبراى يا ذوي الالباب
2170,جبهتها قداه تحسب تيمومة
692,نتوما شياتين الاشتراكات وين نروحو نلقاوكم في الفيديوهات
1769,هي مش من الجزاير الشباب الجزايري التربية والاخلاق
451,قناة من اجل ارضاء الجميع وان شاء الله تكون مليية بالتفاول
842,علاش انتي ماشي بنت الشعب الجزايري وعلاش ينخلع الشعب الجزايري زعما فهمينا ينخلع في وحده كما هذي روحي روحي شلي فمك قبل ما تهدري على بلدك يا لي مبخصين برواحكم الشعب الجزايري كبير عليك وعليها
720,دموع تماسيح
893,هاوليك الدليل انها لم تمس كل جزايري هاوليك الفيديو كاملا من البداية وقالت فيه بصريح العبارة راني مع لي كومونتاو على شيما وبرروا اغتصابها وقتلها هاوليك الفيديو وهو اكبر دليل على برايتها
1820,روحي لافاج ديري النيتواياج منريبوندوش على الخماخ قبل ماتهدري على الجزايري غسلي سنيك مليح وكولي باطة شامية ولوكان كنتي قدامي وطيحتي من مقام ولد بلادي نبزق عليك ونقلعلك جد والديك ولد
2111,نعراص تاعك
305,سكتي يابايرة زميه والفديو لدرتيه
1269,دبري حرفا خيرلك كرهتك
1371,تحياتي الخالصة للممثلات الشابات والمحبات للشعب الجزايري كياسمين عماري وبشرى عقبي نقطة انتهى
527,لكن تشوفي العادة الشهرية ديالك اع روحي دوشي يابنت الناس
2156,والله غير عندها لحق رجال كامل هكذا تلقا 2 لي ماشي هكذا والله قاع هكذاك مكبوتين جنسيا
1195,كامل ماشي نتوما لي قلتو حنا لي قلنا يادك ليتو تعرفو تهدرو زعما داو مونتاج يا قلتي قلتي
804,اسمحولي تبغو ولا تكرهوا عندها الحق غاضتكم خاطرش الحق مر حسبي الله ونعم الوكيل
1590,راكي تغيضي زيدي قنعينا مليح مزال مامناكش
88,تحكي على الاسلام ماشك تبقي فيه حاب نفهم حاجة شكون لي قالبك ممثل انت اكي متجيش انسان و مرة جاي تعلمي اهدري باش تنصحي
1883,فور مونيا فحلة ومرة ونص كما قالت وردة شغلومانتي ويعطيه
998,النيفوا حابط كل عريان او عريانة يبعتوهم للتلفزة
194,تحيا مونيا
1318,شكون هذي
688,انت خرية
508,واش ختي منال حدلي عجباتك دايرة الحجاب الخمار تشطح مع الرجال ودايرة كيلو تاع ماكياج الاضافر حالتها حالة بف
332,او هي نسات روحها
356,يعطيك صحة مونيا
329,الله البسيكولوج حار في مرضك
1261,منوية بن فغول
865,4 38 غطي جبهتك يا جبهت لبڨرة
1322,نت بلا تربية باين فالفتشا تاعك وسيرتو جبهتك الي مخدومة زي الماصيطة وعينيك شغل فيهم نوع تاع الحسد البغض باينة ماتحشميش جايبتيها شغل بنت بلاد وكدا
633,نعم تقول في الحق
1517,اقسم بالله ماكين مونتاج ياو قلنا شفنا الفيديو من اللول للخر قبل ماتبدا الناس تهدر واش قلتي بركاك من الكذب
2102,كي ما لقات حد شاف فيها بدات تتبهلل
1599,الجبهة تاعك ختيتو
1291,سڨمتيها وخدمتيها مليح ودوكا جيتي تبرري ها روحي علينا غالطة وتبقاي غالطة خلاص عييتينا كل مرة تخرجي علينا نتي ولا صحبتك ديڨاج
731,على الاقل قولي حاشا البعض معندكش الحق تهدري على الجزايرين شوفي روحك يا عرة النسا ونبعد ارواحي اهدري والله نششوف فيها ونضحك
459,نتوما شعب شوهتو الاسلام قوم زريعة منعرف مين جيتو تخلطو العادات التقاليد مع الدين يا فيقو كلش باين المرا فالقصاص حقروها
868,3 31 نكونو مسلمين نهار تعرفي شحال كاين صلاة في يوم زاملة
1786,الكلبة لي تنبح ما تعض ماتجرح
1762,منحتاجكش حتي باه تمسحيلي صباط
1589,اخاه على الكذب صايي غلطتي استعرفي فرات
836,فيكتورين الله يرحمها ياخي دامبار ياخ
988,عري المطار خلي البوينڨ تڨاري
1858,انا نحير فالبنات الي يتبعو وحده ماهيش متربية وقليلة تربية كيما هذي
2419,الشعب دروك راه لاهي مع والي وهران حرزي تحسبيه نساك زعما غادي يعاود يوليلك غي متفرحيش ه
1347,اعطوك اكثر من حجمك
1780,كلامها صحيح الشباب الجزايري مكبوت متحرش
534,معرف شكون الحيوانات حنا ولا نتيا تشراك الفم
1449,9 9
1409,مونيا الله يحفظك والله ما ننسالك هاد لمزية لوكان تسلفيلي جبهتك نروح بيها حراق
2323,الاول وش يقول لاتجادل الاحمق فاد جادلته فقد يخطىء الناس في التفريق بينكما
1007,صاي تحرقتي مع شعب قولي واش تحبي راحت عليك يا بنتي علي حقيقتك
1332,نسيت حاجة وانتوما يا لحلابين علاش راكم اطلعولها في علامها هذي نورمالمو خلاص متزيدش تبان في لاتيلي
1659,واش قلتي قاع صح يعطيك الصحة
472,تهدري علينا ونسيتي روحك
1604,واش قلتي كامل عندك الحق نصهم مراض نفسيا ويتعداو حتى على الاطفال حسبنا الله ونعم الوكيل
1994,عندك حق راني راجل نقولها
161,شكون كيفي بزاف هضرة ومافهم والو انا باغي جملة مفيدة جزايريين بعزنا وواحد مايهزنا
502,دراهم يماك
2485,ازي انتاعك حتى البول منبولش عليه
795,يا ودي روحي شوفي جبهتك جبهت تحرير
2039,هذي حسبت روحا انجلينا جولي
555,لابسا الحجاب تراميك خارجين وشنو الفايدة
2256,كلامها صح ولكن غلطة لي عملتها هي كي جمعت كل رجال على اقل تقول حشا لي مايستهلو
1404,تفرجنا ١١ دقيقة في نهارها اودي نتي مكيش مربية متحشميش مسترجلة استعرفي عادي
625,يعطيك الصحة انا والله ما فهمت وين غلطت في قولها بالعكس فهمت بلي تحكي على فية معينة من المجتمع رانا قاع شايفينهم رنا عايشين فى نفس المجتمع كاين الصالح كاين الطالح منغطيوش الشمس بالغربال لكل اسلوبه طريقته في الحديث المهم المعني الحقيقي الذي ارادت ايصاله فهمناه كل واحد حر كيفاش راح يفهمها
870,تفكرت الموت والقبر والكفن مازالها تعري في روحها
2120,اودي دي وجهك ولبرا تاعك رميه في بيدو زبل
1629,منقبلوهاش في التلفاز الجزايري
314,تبيع فيه
1859,حشاكم الكلبه كي اتهيج واش ايديرو بيها يربطوها في مكان وين ما تلحقش باش ولا ما تلحقش باش اتكون معا كاش رجل مهمه كانت لوكان اتنحي الماكيياج الكلاب حشا السمعين يهربو منك رحسوبك كاش جيفا عندها اعوام مرميا
903,نسيت الساكت عن الحق شيطان اخرس
366,تعجبيني انت مع مع ضد ضد
1878,قالک واحد اغسلی وجهک امعد اهدی علی روحک کیما تحبی
63,راهى تقول كلام صواب عندها الحق كامل واش قالت متحبوش تسمعو الحق تحبو تغطو الشمس بلغربال المهم هي مخسرتش انتو الى تحبو تخبو الصح برافو مونية قلتى الحق
2151,كشاب جزايري والله ان اتيسف ان مونية بن فغول جزايرية ومسلمة والله يهدي ماخلق
1074,انا امنتك شوفي معاهم
1714,واين راح الصوت
1000,من بكري منحبهاش وزادت كملت عليها
1248,روحي برك واحد ماهو لاتي بتفاهاتك مجرد تافهة وستوالك الشان
155,ملغيرة كنتو تسناو فيها كاش ما تغلط او تفصفوها عندها لحق واش قالت
811,سمعي كيفاش راكي تهدري راكي تهدري على خاوتنا يا الحثالة ياو روحي استري روحك راكي كبيرة
1523,متهمينش رقعي ولا اقعدي يخي
2213,انا مسمعتهاش تسب وحدة وثانيا وهي الاهم مات تعرفني باش تقولي نحب مكياج علاش شفتني انا شابة بلا مكياج وهاي الهدرة العيانة لي دايمن تقولو ماعندناش ثقافة انا عطيت راي مسبيت حتى واحد انتا شوف واش واجبت ربي يهدينا
1539,المسامح كريم نورمال كامل نغلطو ميمشي نمرڨوها ان زاد الشي عن حده انقلب الى ضده
213,كي قولتي ريبيكا برك راكي بينتي روحك واش تسواي نتي هبلتي حنا رانا نعاندوا فيك
848,فيكتوغين الله يرحمها ضفاك لا يجوز ترحم على غير مسلمين
2056,معليش خلوها اتصبر روحها ومديروش عليها رفع القلم عن ثلاث ٠ المجنون حتى يعقل الله يهدينا
1463,شحال تكذب وجها صحيح
1692,خلاص ماطولتي في تهريج نتاعك وترجعي اللوم على غيرك خلاصك من تكبر واعتذر ي ولا ماقدرتيش سكت احسن لك ان الاعتدار من شيم المراة بنت الرجال
156,فهمت شا قالت بصح لوكان قالتها بطريقة شوية محترمة مشي بالهجوم باسكو المعايرة شوبة بزاف
1069,واش يا المكبوته سخنولك الفرفاره ولا مزال
1284,اضربو يعرف مضربو انت نورمالمو وين يشوفوك تاخذي البزاق
2131,الاسد لا يرد على الكلاب
2009,انستي مونيا بن فغول شكرا على كل ما قلتيه ليست فيه اي كلمة كاذبة
1437,الاعتراف بالخطا ليس عيب او جريمة بل هو شجاعة ادبية سوف يرحب بها الشعب الجزايري الذي اتهمته بالمكبوت اما الكذب والتدليس وانه تمت فبركة الفيديو فهو الوقوع في الخطا لثاني مرة اوانك تظنين هذا الشعب نية ليصدق اكاذيبك
175,الله قالت كلمة الحق علاش كامل تهجمو عليها ما فهمتش
861,نعم هي قالت ولكن قالت ما هو موجود حقا في فية معينة وعليه هي خاطبت المتحرشين وليس الرجال والشباب الجزايري كله حتى انه هناك الكثير من الرجال فهموا انها تخاطب فية معينة وهي الفية المتحرشة بالنساء وانها لم تعمم على كل الشباب صحيح هي تكلمت باشميزاز لكن هذا الاشميزاز يوافق تماما التحرش بطريقة مشميزة الانسان يكون محترم او غير محترم هذا لا يعني اننا لا نقول الحق فيه الظلم ظلمات يوم القيامة
208,ونتي فرحانة بروحك
1633,سهوم سهومة مالا باباك خوك يتبلاو برا
766,متبرجة او متحجبة مايسلكوش من التحرش
99,نقصي من المايكياج نشوفو وجهك وجه معاد كيما يقولك
1682,نتي امراة جامي جي ضد امراة صح لقالته خطا تاعها كي عمت نصهم راهم مكبوتين جنسيا في تيبازة رنا في يومين ثلاثة تناوبو على طفلة عندها 8 سنوات فقط وكثير عايلات غتصبولهم ولادهم في هذا سن ساكتين خوف من فضيحة ونعرف فاملية خافو ولدهم يتعقد من هدرة ناس غتاصبو راجل
1909,37 كيلو ماكياج يريقو عليك تقاعدي بينا روحي غسلي وجهك يا لبوالة
61,هذا وين لقيت واحد يفهمني ايه صح عندها حق وهذا واقع لي رانا عايشينو للاسف
821,واشكون انت يا حلوف
238,كلامك صحيح 100 فهمت قصدك انا عشت مع ليهود صح عندهم الرحمة على بعضهم البعض نحن العكس
343,تقول طرف لحم
220,شكون لي رخيسا
1646,لم افهم الفيديو ربي يحفظ مونية بن فغول وان اردنا العتاب حرام يسب مسلم مسلم كلنا خطاون
2354,انا شت تعليقات بزاف علاش مالكم عليها راهي تكلم صراحة علاش حنا منحبوش الصراحة عيب ولا نبغو غير المجاملات ياك منحبوش اللقول فينا العيب عادي فيا مشكل ولا عيب نورمال اصاحبي انصحني والى كنت غالط ردني للطريق صحيح اصلا هاد السيدة لاتعمم كاين ناس ملاح والعكس صحيح هي تتكلم على الناس المراض اللمنعدهمش اخلاق وين هو المشكل ولا حنا منرضاوش لا هداك هو اللخلانا اليوم حنا العرب فالموخرة ديال كاع الامم اصلا عقلية متخلفة عندنا كل واحد فينا ياناس عندو حسنات وكذلك سييات الله اهديكم تقبلوا النقد راه عادي جدا وتواضعوا فيا حاجة ماشيش مزيانة صححلي نتقبل عادي متقبلتش يعني راني متكبر السيدة تتكلم على الواقع المعاش ليس فقط بالجزاير بل العرب كامل والله مصيبة فينا الله استر وصافي لاحياة لمن تنادي
408,واله غير عندك لحق يعطيك الصحة منية زينة
758,مفهمتش فاش غلطت قالت صح ومعممتش قالت لي يتحرشو ولي يسبو بعضهم ويقذفو بعض حددت الفءة وخدمتها مفهمتش فاش كلاكم قلبكك واقع هدراتوو وكل واحد يعرف روحو لي ضراتو ودار واش قالت هوا لي راه يغلي ويشيع بلي سبت لجزاير اكل
2095,انا راني معاها في هذا الكلام عندها الحق
93,تفو
1022,الله يرحمك يا ريم غزالي
574,عندك لحق من لخر لي راكي تقولي فيه صاري في لمجتمع مكلاه نتهربو
14,عندك صح ستعرب بيك
1191,شكون لهيكل لعظمي هدا لي راه يتكلم في لفيديو اقسم بالله تڨول هيكل عظمي مانيش عارف نهار لي كان ربي يوزع في الجمال وين كانت هي حابدنعرف برك وين كانت في صف لاخير ولا وين تڨول خرج من لقبر
581,وراه طرف تاع اللحم راني جيعان
2474,جبهتك يكتبو فيها تاريخ استقلال الجزاير ويبقى بلاص يا مونية
1885,اينه اثار المخدرات
2202,عندها الحق الله غير راني لابسة جلباب نخرج مع راجلي وولادي مندير والو في وجهي يشوفو فيا سعات في الطونوبيل يحبو ياكلوك بعينيهم
1622,ما فهمتش علاه تظلي تعوجي في فمك شغل غير انت اللي عندك فم
1696,مقطعة كيفك شكون يسخف عليكم يززحح
611,اعرفي كيفاش توصلي حدرتك استري روحك استدلي بكلمات من القران كون راهو شعب سمعلك انت طريقة كلامك هي لي وصلتك لهذا الحال
2559,واعلاه تيا ماشي حيوان تيا كثر من الحياوان تعيرني نقبضك
44,الخاتم في الشاهد تداعى بانها مسلمة
1314,قييو راهم فاقو
1367,بينه تكذب انا اصلا ما نشوفك من نلت بيك
2028,وراس وجهك لي مداير كليو طون يخي وجه شر
2194,انا مفهمتش كيفاش نتي تلبسي دجين مزير وتعري ودزيد زوج كيلو تاع ماكياج صدرك وبغيتهم مكابروكش
201,انتي عار على المجتمع الجزايري
2115,حلبوها ولات تكبر
1618,كل واحد ربي يهنيه في هاد دنيا
1282,نتي يديرولك منتاج للفيديو ديالك لي تسبي فيه الشعب كي مالقيتيش ورامن تتخباي ابداي تلفي
2103,عندك حق علابيها جاتنا كورونا لون شر شعب جزايري فيه فم ماعندوش تطبيق عقلية فارغة متخلفين راني معاك مونيا صح خسرتي كلمتك هذو عمرهم يفهمو هدرتي هكذا ظرك تلقاي تعليقات يولي كل راجل يبن روحو يحكو يسبو فيك روحو متخلفين
1313,سبيتي الشعب من دمك لحمك ما حشمتيش جايا تصحي في وجهك لي ما جا معا لعروس ما يجي معا مها لحديث قياس
522,بهدلتينا يا طلابة
1881,عندك الحق ياختي بالصح قولي حشا ولاد الفاميليا كاين وكاين ربي خلق فرق كاين ولاد فاميليا قولي الرخاس لي صح يشوفو بنات طرف لحم
2404,عندها الحق 100
1048,اسكت ياكدبي وططيح لي سبتها خونا محمد ثاني مونطج روحي كش كبري
2309,الحقيقة مرة
464,خويا صح سترة مليحة مي مخالاو لا كبير والا صغير لا دايرة حجاب والا نن وانا واش فهمت كي قالت قاع كيف كيف بالاك قصدت عال بلاصة لي كانت فيها كي قاعدين يشوفو فذيك طفلة الله اعلم المهم حنا ولينا فوقت كاين تحرش في اي حاجة دوكا تصيب طفلة دايرة خمار مي تلبس مزير كلي ماراهي دايراتو تصيب وحدة ماشي دايرة حجاب تلبس العريض كالي محجبة
1456,غدوة كي نكونو بين يدين الله مكاش لا كذب ولا تبلعيط
1302,خريه مهما بررتي
2035,علاه نني بنادم يا نعنوعة باش تقولينا بلي حنا حيونات
2429,ڨالتها جبهتك جبرية
547,نعم انا معها واويدها مية في المية هذه المراة اصابت في ماتقول وهي محقة تماما لانه يوجد فيات في المجتمع الجزايري هذا ان كانوا فعلا بشر وان اشك انهم بشر اصلا يوجد فيات في الشعب الجزايري تحسب من عصر ماقبل التاريخ همج رعاع حثالة وقمة في التاخر والدناءة والوضاعة والخسة
740,عندها الحق ماتحبوش لي يقول الصح
880,لازمها طروح تقيس السكر ولاطنسيو
1050,يجيبها ربي في طريڨي نصرفڨها بزوج كفوف خماج فا شوف ذيك الفوڨيرا وذاك الزي شكون يجيب فيها هذي واش راهي دير هنا واش خدمتها واش من فايدة منها واش من نتيجة راح تعطيهالنا الداب راكب مولاه جيب برك للاذاعة الشعب الجزايري يتفرج كل شي منهم هذي مدام دليلةو الطڨلول تاعها الشايبة وردة الرايحة الفايحة صباح كاين منهم عدت نحشم نتفرج القنوات الجزايرية امام العايلة خوفا من هذي الامور
1186,كذابة ثاني
757,نتيا لابسة كسوة تاع ليلة الدخلة وتزيدي تهدري استري روحك كيما راكي ساترة جبهتك
1144,سوسيالة
2205,موراليس تحكي على شباب الجزاير راهي تحكي على البانديا السوفج الخماج المكبوتين
2247,جبهة نصليو فيها صلاة الجناعة
75,قبيحة شيطانة
273,مونيا راس الغول روحي اغسلي وجهك بصابون مليح وطلعي شعرك لفوق وعاودي اهدري
1561,شكون لي يحاسب البغلات لي كما هي بش متحطش صور العرا الشعب ولا حنا ولينا ماريكان لا دين لا اصل العرى ثقافة ديجا باش راهم يطلعو الابوني غير بالفسق بصح لكان حاسبو الفيغولة امثالها فمواقع التواصل ماللول قول لكش وحدة تحط ترامها التيكتوك لكان منعوه ميصراش وش راهو صاري
2462,وشبيه هذي تخلط
2128,احشمي على روحك هديي هدرة تهدريها على ولاد بلادك
1936,برتي برابي نشاله
1790,باين مكاش لي يحكم فيك يافياح
2451,كون قالت حاشة البعض كاين شباب ورجال نعمة تربية بصح مقطع لول عندها الحق كاين بعض الشباب والله يهدرو واحد الهدرة واحد التصروفات لاحولا لا قوة الا بالله العلي العظيم
1800,الله يهديك هاذا واش نقدر نقول هاذو ولاد بلادك الاخيير نقلك كلمة استري روحك وغطي شعرك هاذا مكان
1670,كلام صواب ويرحم الكرش لي رباتك
1738,مشكلة عطاوها كثر من حقها
429,تشفاي على كي كونتي وسمك نعنعة الله يرحمك يالهاشمي ڨروابي
2324,عندها حق صح هذا هو المجتمع الجزايري كذبت عليكم كامل هكا
443,البسي الحجاب والبسي كيما امر الاسلام وبعد رواحي اهدري على الاسلام والمسلمين
203,ياربي كون جات بحذايا لكف تكره من وجها
1788,سنيها كي اراطو وتهدر على سيادها
2255,كلامها صح ورانا نشوفو فيه صح ياو متحجبات وماخلاوهمش في حالهم
990,تكذبي وتخرطي احشمي راكي كبيرة قد جبهتك بخصتي بروحك كتزيرة عليك وليتي ترقعي فيها مي صايي تكسر الزجاج الفايحة لادال
